step,k,mom_prob
245,-12.6398,2.40482e-14
245,-12.5349,2.59723e-14
245,-12.43,2.8246e-14
245,-12.3251,3.28955e-14
245,-12.2203,3.84218e-14
245,-12.1154,4.24085e-14
245,-12.0105,4.64896e-14
245,-11.9056,5.39838e-14
245,-11.8007,6.36912e-14
245,-11.6958,7.18217e-14
245,-11.5909,7.96904e-14
245,-11.486,9.25511e-14
245,-11.3811,1.10174e-13
245,-11.2762,1.2687e-13
245,-11.1713,1.42991e-13
245,-11.0664,1.66715e-13
245,-10.9615,2.00224e-13
245,-10.8566,2.3538e-13
245,-10.7517,2.70331e-13
245,-10.6468,3.17755e-13
245,-10.5419,3.8542e-13
245,-10.437,4.62633e-13
245,-10.3321,5.43048e-13
245,-10.2272,6.46527e-13
245,-10.1224,7.93825e-13
245,-10.0175,9.73869e-13
245,-9.91257,1.17202e-12
245,-9.80767,1.42057e-12
245,-9.70278,1.77206e-12
245,-9.59788,2.22684e-12
245,-9.49299,2.75787e-12
245,-9.38809,3.4228e-12
245,-9.2832,4.36046e-12
245,-9.1783,5.63553e-12
245,-9.07341,7.21813e-12
245,-8.96851,9.23508e-12
245,-8.86362,1.21016e-11
245,-8.75872,1.6197e-11
245,-8.65383,2.16081e-11
245,-8.54893,2.87291e-11
245,-8.44404,3.91222e-11
245,-8.33914,5.48778e-11
245,-8.23425,7.69986e-11
245,-8.12935,1.07362e-10
245,-8.02446,1.54714e-10
245,-7.91956,2.32025e-10
245,-7.81467,3.44699e-10
245,-7.70977,5.13113e-10
245,-7.60488,8.14151e-10
245,-7.49998,1.31522e-09
245,-7.39509,2.12618e-09
245,-7.29019,2.84252e-09
245,-7.1853,1.41549e-08
245,-7.0804,1.30998e-07
245,-6.97551,3.00488e-06
245,-6.87061,7.91564e-05
245,-6.76572,0.00120025
245,-6.66082,0.0130266
245,-6.55593,0.101038
245,-6.45103,0.547754
245,-6.34614,2.08383
245,-6.24124,5.58562
245,-6.13635,10.5358
245,-6.03146,13.9615
245,-5.92656,13.0014
245,-5.82167,8.51976
245,-5.71677,3.93126
245,-5.61188,1.27555
245,-5.50698,0.290015
245,-5.40209,0.0461075
245,-5.29719,0.00518517
245,-5.1923,0.00043319
245,-5.0874,2.85463e-05
245,-4.98251,1.25691e-06
245,-4.87761,5.46285e-08
245,-4.77272,5.28954e-08
245,-4.66782,3.50176e-08
245,-4.56293,1.92278e-08
245,-4.45803,1.07205e-08
245,-4.35314,5.95272e-09
245,-4.24824,3.47889e-09
245,-4.14335,2.05995e-09
245,-4.03845,1.27986e-09
245,-3.93356,8.15163e-10
245,-3.82866,5.34386e-10
245,-3.72377,3.60077e-10
245,-3.61887,2.46373e-10
245,-3.51398,1.7268e-10
245,-3.40908,1.23575e-10
245,-3.30419,8.85157e-11
245,-3.19929,6.60491e-11
245,-3.0944,4.80112e-11
245,-2.9895,3.69611e-11
245,-2.88461,2.81253e-11
245,-2.77971,2.12475e-11
245,-2.67482,1.67941e-11
245,-2.56992,1.32611e-11
245,-2.46503,1.03818e-11
245,-2.36013,8.29076e-12
245,-2.25524,6.72222e-12
245,-2.15034,5.45499e-12
245,-2.04545,4.43984e-12
245,-1.94056,3.64684e-12
245,-1.83566,3.02314e-12
245,-1.73077,2.52209e-12
245,-1.62587,2.11212e-12
245,-1.52098,1.77431e-12
245,-1.41608,1.49978e-12
245,-1.31119,1.27939e-12
245,-1.20629,1.09725e-12
245,-1.1014,9.40409e-13
245,-0.996501,8.07907e-13
245,-0.891606,7.01531e-13
245,-0.786712,6.142e-13
245,-0.681817,5.36191e-13
245,-0.576922,4.66962e-13
245,-0.472027,4.11063e-13
245,-0.367132,3.66275e-13
245,-0.262237,3.25297e-13
245,-0.157342,2.86736e-13
245,-0.0524474,2.55156e-13
245,0.0524474,2.31085e-13
245,0.157342,2.09513e-13
245,0.262237,1.88542e-13
245,0.367132,1.71459e-13
245,0.472027,1.58404e-13
245,0.576922,1.43349e-13
245,0.681817,1.24964e-13
245,0.786712,1.1311e-13
245,0.891606,1.10889e-13
245,0.996501,1.01594e-13
245,1.1014,8.77993e-14
245,1.20629,8.81018e-14
245,1.31119,7.68083e-14
245,1.41608,7.47909e-14
245,1.52098,6.9408e-14
245,1.62587,6.36706e-14
245,1.73077,5.99461e-14
245,1.83566,6.10427e-14
245,1.94056,4.77537e-14
245,2.04545,5.67196e-14
245,2.15034,4.92819e-14
245,2.25524,4.11e-14
245,2.36013,4.74437e-14
245,2.46503,4.55906e-14
245,2.56992,3.76864e-14
245,2.67482,3.78826e-14
245,2.77971,4.10769e-14
245,2.88461,3.83016e-14
245,2.9895,3.38355e-14
245,3.0944,3.44272e-14
245,3.19929,3.68617e-14
245,3.30419,3.53082e-14
245,3.40908,3.21098e-14
245,3.51398,3.26868e-14
245,3.61887,3.53957e-14
245,3.72377,3.50036e-14
245,3.82866,3.25843e-14
245,3.93356,3.33553e-14
245,4.03845,3.68051e-14
245,4.14335,3.77039e-14
245,4.24824,3.61269e-14
245,4.35314,3.75368e-14
245,4.45803,4.24375e-14
245,4.56293,4.52062e-14
245,4.66782,4.50036e-14
245,4.77272,4.80686e-14
245,4.87761,5.58532e-14
245,4.98251,6.14847e-14
245,5.0874,6.31524e-14
245,5.1923,6.86201e-14
245,5.29719,7.898e-14
245,5.40209,8.36877e-14
245,5.50698,8.12274e-14
245,5.61188,8.2008e-14
245,5.71677,8.35721e-14
245,5.82167,7.56417e-14
245,5.92656,6.16123e-14
245,6.03146,5.49887e-14
245,6.13635,4.93944e-14
245,6.24124,3.63814e-14
245,6.34614,2.6347e-14
245,6.45103,2.30803e-14
245,6.55593,1.98918e-14
245,6.66082,1.32908e-14
245,6.76572,8.68737e-15
245,6.87061,8.79341e-15
245,6.97551,8.38731e-15
245,7.0804,4.86357e-15
245,7.1853,2.61174e-15
245,7.29019,3.8537e-15
245,7.39509,4.38895e-15
245,7.49998,1.94839e-15
245,7.60488,5.52607e-16
245,7.70977,2.37781e-15
245,7.81467,3.18345e-15
245,7.91956,8.98191e-16
245,8.02446,2.86339e-16
245,8.12935,2.95694e-15
245,8.23425,3.27587e-15
245,8.33914,9.09328e-16
245,8.44404,2.23704e-15
245,8.54893,4.87162e-15
245,8.65383,3.00046e-15
245,8.75872,2.13659e-15
245,8.86362,3.87564e-15
245,8.96851,2.13318e-15
245,9.07341,6.20361e-16
245,9.1783,6.61673e-16
245,9.2832,1.66115e-17
245,9.38809,6.35236e-16
245,9.49299,4.45837e-16
245,9.59788,5.73177e-16
245,9.70278,1.89396e-16
245,9.80767,9.49713e-17
245,9.91257,1.38248e-16
245,10.0175,3.51268e-16
245,10.1224,5.68223e-17
245,10.2272,1.07962e-16
245,10.3321,6.86496e-17
245,10.437,1.98198e-16
245,10.5419,5.84148e-17
245,10.6468,9.62512e-17
245,10.7517,9.15371e-17
245,10.8566,3.56796e-17
245,10.9615,2.42458e-16
245,11.0664,3.05837e-17
245,11.1713,5.9758800000000004e-18
245,11.2762,2.22636e-16
245,11.3811,1.41968e-16
245,11.486,6.30676e-17
245,11.5909,1.01332e-16
245,11.6958,1.95791e-16
245,11.8007,1.50673e-16
245,11.9056,1.65254e-16
245,12.0105,1.32575e-16
245,12.1154,1.78914e-16
245,12.2203,2.29624e-16
245,12.3251,2.30863e-16
245,12.43,1.70285e-16
245,12.5349,2.29711e-16
245,12.6398,2.87169e-16
245,12.7447,2.79281e-16
245,12.8496,2.32565e-16
245,12.9545,3.26383e-16
245,13.0594,3.88618e-16
245,13.1643,3.19943e-16
245,13.2692,2.62843e-16
245,13.3741,3.87447e-16
245,13.479,5.5792e-16
245,13.5839,4.9762e-16
245,13.6888,3.61976e-16
245,13.7937,4.2178e-16
245,13.8986,5.92176e-16
245,14.0035,6.1664e-16
245,14.1084,5.2324e-16
245,14.2133,5.97989e-16
245,14.3181,8.18708e-16
245,14.423,8.56381e-16
245,14.5279,7.16853e-16
245,14.6328,7.44442e-16
245,14.7377,9.69259e-16
245,14.8426,1.05098e-15
245,14.9475,9.23273e-16
245,15.0524,9.34847e-16
245,15.1573,1.20168e-15
245,15.2622,1.36801e-15
245,15.3671,1.26539e-15
245,15.472,1.25479e-15
245,15.5769,1.55979e-15
245,15.6818,1.81861e-15
250,-15.6818,6.34636e-15
250,-15.5769,7.27185e-15
250,-15.472,7.9701e-15
250,-15.3671,8.15014e-15
250,-15.2622,8.6201e-15
250,-15.1573,9.79956e-15
250,-15.0524,1.08727e-14
250,-14.9475,1.13018e-14
250,-14.8426,1.19271e-14
250,-14.7377,1.34498e-14
250,-14.6328,1.50507e-14
250,-14.5279,1.58831e-14
250,-14.423,1.67696e-14
250,-14.3181,1.87688e-14
250,-14.2133,2.11332e-14
250,-14.1084,2.26416e-14
250,-14.0035,2.40222e-14
250,-13.8986,2.67748e-14
250,-13.7937,3.03285e-14
250,-13.6888,3.30013e-14
250,-13.5839,3.52994e-14
250,-13.479,3.92592e-14
250,-13.3741,4.46585e-14
250,-13.2692,4.92776e-14
250,-13.1643,5.3224e-14
250,-13.0594,5.91936e-14
250,-12.9545,6.7587e-14
250,-12.8496,7.55766e-14
250,-12.7447,8.2586e-14
250,-12.6398,9.20923e-14
250,-12.5349,1.05555e-13
250,-12.43,1.19525e-13
250,-12.3251,1.32324e-13
250,-12.2203,1.48333e-13
250,-12.1154,1.70788e-13
250,-12.0105,1.95751e-13
250,-11.9056,2.19818e-13
250,-11.8007,2.48372e-13
250,-11.6958,2.87627e-13
250,-11.5909,3.33667e-13
250,-11.486,3.80482e-13
250,-11.3811,4.34483e-13
250,-11.2762,5.06991e-13
250,-11.1713,5.95536e-13
250,-11.0664,6.90404e-13
250,-10.9615,7.9897e-13
250,-10.8566,9.4165e-13
250,-10.7517,1.1212e-12
250,-10.6468,1.32336e-12
250,-10.5419,1.55653e-12
250,-10.437,1.8584e-12
250,-10.3321,2.24708e-12
250,-10.2272,2.70556e-12
250,-10.1224,3.24492e-12
250,-10.0175,3.9391e-12
250,-9.91257,4.85057e-12
250,-9.80767,5.97415e-12
250,-9.70278,7.33461e-12
250,-9.59788,9.09417e-12
250,-9.49299,1.14516e-11
250,-9.38809,1.4486e-11
250,-9.2832,1.8296e-11
250,-9.1783,2.33055e-11
250,-9.07341,3.01888e-11
250,-8.96851,3.94603e-11
250,-8.86362,5.16151e-11
250,-8.75872,6.80637e-11
250,-8.65383,9.14958e-11
250,-8.54893,1.24746e-10
250,-8.44404,1.70536e-10
250,-8.33914,2.35277e-10
250,-8.23425,3.32993e-10
250,-8.12935,4.8037e-10
250,-8.02446,6.9412e-10
250,-7.91956,1.02094e-09
250,-7.81467,1.56102e-09
250,-7.70977,2.41587e-09
250,-7.60488,3.77177e-09
250,-7.49998,6.19403e-09
250,-7.39509,1.02763e-08
250,-7.29019,1.80254e-08
250,-7.1853,4.70519e-08
250,-7.0804,1.66002e-08
250,-6.97551,3.6846e-06
250,-6.87061,8.38317e-05
250,-6.76572,0.00116737
250,-6.66082,0.0129994
250,-6.55593,0.101563
250,-6.45103,0.547675
250,-6.34614,2.08036
250,-6.24124,5.58583
250,-6.13635,10.5461
250,-6.03146,13.9646
250,-5.92656,12.9894
250,-5.82167,8.51204
250,-5.71677,3.93475
250,-5.61188,1.27979
250,-5.50698,0.290698
250,-5.40209,0.0456479
250,-5.29719,0.00498368
250,-5.1923,0.000417574
250,-5.0874,3.58729e-05
250,-4.98251,3.77279e-06
250,-4.87761,6.78294e-07
250,-4.77272,3.09038e-07
250,-4.66782,1.69646e-07
250,-4.56293,8.94056e-08
250,-4.45803,4.71014e-08
250,-4.35314,2.55144e-08
250,-4.24824,1.42301e-08
250,-4.14335,8.39773e-09
250,-4.03845,5.08571e-09
250,-3.93356,3.24001e-09
250,-3.82866,2.10255e-09
250,-3.72377,1.41245e-09
250,-3.61887,9.64909e-10
250,-3.51398,6.74573e-10
250,-3.40908,4.77974e-10
250,-3.30419,3.46946e-10
250,-3.19929,2.52585e-10
250,-3.0944,1.89693e-10
250,-2.9895,1.40928e-10
250,-2.88461,1.08154e-10
250,-2.77971,8.35753e-11
250,-2.67482,6.43288e-11
250,-2.56992,5.07235e-11
250,-2.46503,4.03428e-11
250,-2.36013,3.20772e-11
250,-2.25524,2.57979e-11
250,-2.15034,2.09819e-11
250,-2.04545,1.71354e-11
250,-1.94056,1.40665e-11
250,-1.83566,1.16467e-11
250,-1.73077,9.70628e-12
250,-1.62587,8.12115e-12
250,-1.52098,6.83398e-12
250,-1.41608,5.79196e-12
250,-1.31119,4.93053e-12
250,-1.20629,4.20924e-12
250,-1.1014,3.61416e-12
250,-0.996501,3.12496e-12
250,-0.891606,2.71047e-12
250,-0.786712,2.35386e-12
250,-0.681817,2.05523e-12
250,-0.576922,1.8082e-12
250,-0.472027,1.59504e-12
250,-0.367132,1.40607e-12
250,-0.262237,1.24511e-12
250,-0.157342,1.11233e-12
250,-0.0524474,9.97165e-13
250,0.0524474,8.92389e-13
250,0.157342,8.01818e-13
250,0.262237,7.28133e-13
250,0.367132,6.63294e-13
250,0.472027,5.97768e-13
250,0.576922,5.33785e-13
250,0.681817,4.84301e-13
250,0.786712,4.55164e-13
250,0.891606,4.24209e-13
250,0.996501,3.75782e-13
250,1.1014,3.50821e-13
250,1.20629,3.35597e-13
250,1.31119,2.96964e-13
250,1.41608,2.93141e-13
250,1.52098,2.54609e-13
250,1.62587,2.58335e-13
250,1.73077,2.23884e-13
250,1.83566,2.31615e-13
250,1.94056,2.04182e-13
250,2.04545,1.87855e-13
250,2.15034,2.00353e-13
250,2.25524,1.79642e-13
250,2.36013,1.61221e-13
250,2.46503,1.66403e-13
250,2.56992,1.64637e-13
250,2.67482,1.50088e-13
250,2.77971,1.42482e-13
250,2.88461,1.45008e-13
250,2.9895,1.43976e-13
250,3.0944,1.35733e-13
250,3.19929,1.30624e-13
250,3.30419,1.33064e-13
250,3.40908,1.34721e-13
250,3.51398,1.3045e-13
250,3.61887,1.27189e-13
250,3.72377,1.30806e-13
250,3.82866,1.35553e-13
250,3.93356,1.3504e-13
250,4.03845,1.34246e-13
250,4.14335,1.40414e-13
250,4.24824,1.49645e-13
250,4.35314,1.54342e-13
250,4.45803,1.58143e-13
250,4.56293,1.70095e-13
250,4.66782,1.87965e-13
250,4.77272,2.02551e-13
250,4.87761,2.16662e-13
250,4.98251,2.4208e-13
250,5.0874,2.76844e-13
250,5.1923,3.06609e-13
250,5.29719,3.31765e-13
250,5.40209,3.64198e-13
250,5.50698,3.92795e-13
250,5.61188,3.94118e-13
250,5.71677,3.74461e-13
250,5.82167,3.54127e-13
250,5.92656,3.16539e-13
250,6.03146,2.61135e-13
250,6.13635,2.09028e-13
250,6.24124,1.70303e-13
250,6.34614,1.35364e-13
250,6.45103,9.79334e-14
250,6.55593,7.31231e-14
250,6.66082,6.05677e-14
250,6.76572,4.74968e-14
250,6.87061,3.26829e-14
250,6.97551,2.45224e-14
250,7.0804,2.27277e-14
250,7.1853,1.87504e-14
250,7.29019,1.16686e-14
250,7.39509,8.55926e-15
250,7.49998,9.99371e-15
250,7.60488,8.83419e-15
250,7.70977,4.12322e-15
250,7.81467,2.8436e-15
250,7.91956,5.68795e-15
250,8.02446,5.10539e-15
250,8.12935,9.35814e-16
250,8.23425,1.49269e-15
250,8.33914,5.26489e-15
250,8.44404,3.24771e-15
250,8.54893,1.71782e-16
250,8.65383,3.80804e-15
250,8.75872,4.98322e-15
250,8.86362,1.08205e-15
250,8.96851,2.18949e-15
250,9.07341,2.89669e-15
250,9.1783,2.66882e-16
250,9.2832,5.34509e-16
250,9.38809,9.16412e-17
250,9.49299,5.94153e-16
250,9.59788,6.11741e-16
250,9.70278,2.37294e-16
250,9.80767,2.46651e-16
250,9.91257,1.32893e-16
250,10.0175,2.17088e-16
250,10.1224,2.08883e-16
250,10.2272,1.23934e-16
250,10.3321,2.80874e-16
250,10.437,2.762e-17
250,10.5419,2.63193e-16
250,10.6468,1.40517e-16
250,10.7517,3.74436e-16
250,10.8566,1.38609e-16
250,10.9615,1.01075e-16
250,11.0664,5.53293e-16
250,11.1713,2.72136e-16
250,11.2762,2.26861e-16
250,11.3811,4.31803e-16
250,11.486,4.30147e-16
250,11.5909,5.08535e-16
250,11.6958,5.00138e-16
250,11.8007,4.20602e-16
250,11.9056,5.80051e-16
250,12.0105,8.25995e-16
250,12.1154,6.36182e-16
250,12.2203,5.40539e-16
250,12.3251,8.15844e-16
250,12.43,1.06254e-15
250,12.5349,8.79059e-16
250,12.6398,7.76557e-16
250,12.7447,1.02049e-15
250,12.8496,1.28698e-15
250,12.9545,1.21922e-15
250,13.0594,1.14218e-15
250,13.1643,1.33265e-15
250,13.2692,1.52023e-15
250,13.3741,1.49829e-15
250,13.479,1.51799e-15
250,13.5839,1.83186e-15
250,13.6888,2.082e-15
250,13.7937,1.96712e-15
250,13.8986,1.8625e-15
250,14.0035,2.15078e-15
250,14.1084,2.55217e-15
250,14.2133,2.62307e-15
250,14.3181,2.58181e-15
250,14.423,2.9071e-15
250,14.5279,3.38587e-15
250,14.6328,3.48595e-15
250,14.7377,3.39083e-15
250,14.8426,3.68572e-15
250,14.9475,4.25412e-15
250,15.0524,4.48288e-15
250,15.1573,4.43242e-15
250,15.2622,4.76385e-15
250,15.3671,5.49514e-15
250,15.472,5.92726e-15
250,15.5769,5.96339e-15
250,15.6818,6.34636e-15
255,-15.6818,2.24035e-14
255,-15.5769,2.33444e-14
255,-15.472,2.52393e-14
255,-15.3671,2.80945e-14
255,-15.2622,3.03705e-14
255,-15.1573,3.19163e-14
255,-15.0524,3.44221e-14
255,-14.9475,3.8293e-14
255,-14.8426,4.17843e-14
255,-14.7377,4.43021e-14
255,-14.6328,4.77467e-14
255,-14.5279,5.30669e-14
255,-14.423,5.83733e-14
255,-14.3181,6.2496e-14
255,-14.2133,6.74956e-14
255,-14.1084,7.50473e-14
255,-14.0035,8.32171e-14
255,-13.8986,9.00765e-14
255,-13.7937,9.77361e-14
255,-13.6888,1.08822e-13
255,-13.5839,1.21532e-13
255,-13.479,1.32974e-13
255,-13.3741,1.45155e-13
255,-13.2692,1.61979e-13
255,-13.1643,1.82109e-13
255,-13.0594,2.01457e-13
255,-12.9545,2.21647e-13
255,-12.8496,2.48277e-13
255,-12.7447,2.81026e-13
255,-12.6398,3.14375e-13
255,-12.5349,3.49142e-13
255,-12.43,3.93212e-13
255,-12.3251,4.48272e-13
255,-12.2203,5.07238e-13
255,-12.1154,5.69482e-13
255,-12.0105,6.46023e-13
255,-11.9056,7.42365e-13
255,-11.8007,8.50078e-13
255,-11.6958,9.66206e-13
255,-11.5909,1.10626e-12
255,-11.486,1.28297e-12
255,-11.3811,1.48787e-12
255,-11.2762,1.7147e-12
255,-11.1713,1.9859e-12
255,-11.0664,2.3284e-12
255,-10.9615,2.73799e-12
255,-10.8566,3.20502e-12
255,-10.7517,3.76422e-12
255,-10.6468,4.47193e-12
255,-10.5419,5.34148e-12
255,-10.437,6.36472e-12
255,-10.3321,7.60273e-12
255,-10.2272,9.1787e-12
255,-10.1224,1.11646e-11
255,-10.0175,1.358e-11
255,-9.91257,1.65571e-11
255,-9.80767,2.0391e-11
255,-9.70278,2.53485e-11
255,-9.59788,3.15946e-11
255,-9.49299,3.94971e-11
255,-9.38809,4.98702e-11
255,-9.2832,6.3684e-11
255,-9.1783,8.17792e-11
255,-9.07341,1.05464e-10
255,-8.96851,1.37457e-10
255,-8.86362,1.81669e-10
255,-8.75872,2.42266e-10
255,-8.65383,3.25027e-10
255,-8.54893,4.41609e-10
255,-8.44404,6.11135e-10
255,-8.33914,8.56377e-10
255,-8.23425,1.20957e-09
255,-8.12935,1.7413e-09
255,-8.02446,2.57186e-09
255,-7.91956,3.84591e-09
255,-7.81467,5.84326e-09
255,-7.70977,9.20379e-09
255,-7.60488,1.48367e-08
255,-7.49998,2.44248e-08
255,-7.39509,4.20747e-08
255,-7.29019,7.82458e-08
255,-7.1853,1.17078e-07
255,-7.0804,2.02872e-07
255,-6.97551,6.54145e-06
255,-6.87061,7.7187e-05
255,-6.76572,0.00110499
255,-6.66082,0.0132416
255,-6.55593,0.102409
255,-6.45103,0.545238
255,-6.34614,2.07402
255,-6.24124,5.59374
255,-6.13635,10.5695
255,-6.03146,13.9642
255,-5.92656,12.9593
255,-5.82167,8.49411
255,-5.71677,3.94133
255,-5.61188,1.28971
255,-5.50698,0.293651
255,-5.40209,0.045278
255,-5.29719,0.00456382
255,-5.1923,0.000328172
255,-5.0874,3.77286e-05
255,-4.98251,9.75115e-06
255,-4.87761,3.25963e-06
255,-4.77272,1.41716e-06
255,-4.66782,6.87053e-07
255,-4.56293,3.38164e-07
255,-4.45803,1.68129e-07
255,-4.35314,8.71632e-08
255,-4.24824,4.7458e-08
255,-4.14335,2.72916e-08
255,-4.03845,1.65832e-08
255,-3.93356,1.03998e-08
255,-3.82866,6.79898e-09
255,-3.72377,4.52207e-09
255,-3.61887,3.09798e-09
255,-3.51398,2.15511e-09
255,-3.40908,1.53237e-09
255,-3.30419,1.10311e-09
255,-3.19929,8.10461e-10
255,-3.0944,5.99194e-10
255,-2.9895,4.53825e-10
255,-2.88461,3.4306e-10
255,-2.77971,2.64706e-10
255,-2.67482,2.06448e-10
255,-2.56992,1.61225e-10
255,-2.46503,1.27887e-10
255,-2.36013,1.02397e-10
255,-2.25524,8.22298e-11
255,-2.15034,6.66335e-11
255,-2.04545,5.45465e-11
255,-1.94056,4.48664e-11
255,-1.83566,3.70575e-11
255,-1.73077,3.08544e-11
255,-1.62587,2.58917e-11
255,-1.52098,2.18051e-11
255,-1.41608,1.8422e-11
255,-1.31119,1.56747e-11
255,-1.20629,1.34346e-11
255,-1.1014,1.15455e-11
255,-0.996501,9.93918e-12
255,-0.891606,8.61125e-12
255,-0.786712,7.51739e-12
255,-0.681817,6.57687e-12
255,-0.576922,5.75423e-12
255,-0.472027,5.06247e-12
255,-0.367132,4.49138e-12
255,-0.262237,3.9942e-12
255,-0.157342,3.54607e-12
255,-0.0524474,3.16208e-12
255,0.0524474,2.84719e-12
255,0.157342,2.57245e-12
255,0.262237,2.31452e-12
255,0.367132,2.08186e-12
255,0.472027,1.88533e-12
255,0.576922,1.71694e-12
255,0.681817,1.57276e-12
255,0.786712,1.45033e-12
255,0.891606,1.32549e-12
255,0.996501,1.21369e-12
255,1.1014,1.1465e-12
255,1.20629,1.03909e-12
255,1.31119,9.6352e-13
255,1.41608,9.19096e-13
255,1.52098,8.43943e-13
255,1.62587,8.00335e-13
255,1.73077,7.38525e-13
255,1.83566,6.93873e-13
255,1.94056,6.94492e-13
255,2.04545,6.16294e-13
255,2.15034,5.84322e-13
255,2.25524,5.88431e-13
255,2.36013,5.52531e-13
255,2.46503,5.1266e-13
255,2.56992,5.01274e-13
255,2.67482,4.94861e-13
255,2.77971,4.74746e-13
255,2.88461,4.52908e-13
255,2.9895,4.43653e-13
255,3.0944,4.41454e-13
255,3.19929,4.33544e-13
255,3.30419,4.21246e-13
255,3.40908,4.16222e-13
255,3.51398,4.20063e-13
255,3.61887,4.22155e-13
255,3.72377,4.18882e-13
255,3.82866,4.20256e-13
255,3.93356,4.32152e-13
255,4.03845,4.45972e-13
255,4.14335,4.54906e-13
255,4.24824,4.67694e-13
255,4.35314,4.94092e-13
255,4.45803,5.2793e-13
255,4.56293,5.60096e-13
255,4.66782,5.99184e-13
255,4.77272,6.60486e-13
255,4.87761,7.41343e-13
255,4.98251,8.30155e-13
255,5.0874,9.35597e-13
255,5.1923,1.07588e-12
255,5.29719,1.23639e-12
255,5.40209,1.37688e-12
255,5.50698,1.48291e-12
255,5.61188,1.55225e-12
255,5.71677,1.53987e-12
255,5.82167,1.42576e-12
255,5.92656,1.24675e-12
255,6.03146,1.05857e-12
255,6.13635,8.51649e-13
255,6.24124,6.48387e-13
255,6.34614,4.92968e-13
255,6.45103,3.77242e-13
255,6.55593,2.8216e-13
255,6.66082,2.04598e-13
255,6.76572,1.54628e-13
255,6.87061,1.23523e-13
255,6.97551,9.45143e-14
255,7.0804,6.81417e-14
255,7.1853,5.35134e-14
255,7.29019,4.67446e-14
255,7.39509,3.68174e-14
255,7.49998,2.49434e-14
255,7.60488,2.01527e-14
255,7.70977,2.05051e-14
255,7.81467,1.62457e-14
255,7.91956,8.76705e-15
255,8.02446,7.79576e-15
255,8.12935,1.09907e-14
255,8.23425,7.67138e-15
255,8.33914,1.81724e-15
255,8.44404,4.50194e-15
255,8.54893,7.98632e-15
255,8.65383,2.49793e-15
255,8.75872,7.31192e-16
255,8.86362,6.07492e-15
255,8.96851,3.55317e-15
255,9.07341,1.88663e-16
255,9.1783,2.84442e-15
255,9.2832,1.05733e-15
255,9.38809,2.43073e-16
255,9.49299,4.44254e-16
255,9.59788,2.67535e-16
255,9.70278,9.77953e-16
255,9.80767,2.1693e-17
255,9.91257,3.37203e-16
255,10.0175,1.42733e-16
255,10.1224,5.62534e-16
255,10.2272,7.03762e-17
255,10.3321,3.49953e-16
255,10.437,5.63261e-16
255,10.5419,4.07272e-16
255,10.6468,5.04298e-16
255,10.7517,3.49142e-16
255,10.8566,1.1409e-15
255,10.9615,6.38468e-16
255,11.0664,6.30813e-16
255,11.1713,1.18123e-15
255,11.2762,1.06341e-15
255,11.3811,1.33526e-15
255,11.486,1.25492e-15
255,11.5909,1.20872e-15
255,11.6958,1.86763e-15
255,11.8007,1.99816e-15
255,11.9056,1.53181e-15
255,12.0105,1.86559e-15
255,12.1154,2.63978e-15
255,12.2203,2.55052e-15
255,12.3251,2.1951e-15
255,12.43,2.60247e-15
255,12.5349,3.36827e-15
255,12.6398,3.42089e-15
255,12.7447,3.08177e-15
255,12.8496,3.35364e-15
255,12.9545,4.17772e-15
255,13.0594,4.5615e-15
255,13.1643,4.32486e-15
255,13.2692,4.40214e-15
255,13.3741,5.0879e-15
255,13.479,5.6662e-15
255,13.5839,5.7537e-15
255,13.6888,5.99902e-15
255,13.7937,6.74601e-15
255,13.8986,7.28767e-15
255,14.0035,7.27894e-15
255,14.1084,7.48884e-15
255,14.2133,8.43781e-15
255,14.3181,9.4088e-15
255,14.423,9.72988e-15
255,14.5279,1.00498e-14
255,14.6328,1.11224e-14
255,14.7377,1.23242e-14
255,14.8426,1.28044e-14
255,14.9475,1.31535e-14
255,15.0524,1.43575e-14
255,15.1573,1.59276e-14
255,15.2622,1.67882e-14
255,15.3671,1.73555e-14
255,15.472,1.88419e-14
255,15.5769,2.09616e-14
255,15.6818,2.24035e-14
260,-15.6818,6.10038e-14
260,-15.5769,6.63803e-14
260,-15.472,7.12411e-14
260,-15.3671,7.60787e-14
260,-15.2622,8.24099e-14
260,-15.1573,8.99685e-14
260,-15.0524,9.71871e-14
260,-14.9475,1.04301e-13
260,-14.8426,1.13183e-13
260,-14.7377,1.23952e-13
260,-14.6328,1.3475e-13
260,-14.5279,1.45447e-13
260,-14.423,1.58322e-13
260,-14.3181,1.74059e-13
260,-14.2133,1.90538e-13
260,-14.1084,2.07108e-13
260,-14.0035,2.26462e-13
260,-13.8986,2.50103e-13
260,-13.7937,2.75711e-13
260,-13.6888,3.01917e-13
260,-13.5839,3.31865e-13
260,-13.479,3.68291e-13
260,-13.3741,4.08898e-13
260,-13.2692,4.51382e-13
260,-13.1643,4.9935e-13
260,-13.0594,5.57364e-13
260,-12.9545,6.2356e-13
260,-12.8496,6.9444e-13
260,-12.7447,7.74078e-13
260,-12.6398,8.69836e-13
260,-12.5349,9.8117e-13
260,-12.43,1.10324e-12
260,-12.3251,1.24064e-12
260,-12.2203,1.40516e-12
260,-12.1154,1.5994e-12
260,-12.0105,1.81743e-12
260,-11.9056,2.06466e-12
260,-11.8007,2.36024e-12
260,-11.6958,2.71385e-12
260,-11.5909,3.11999e-12
260,-11.486,3.58612e-12
